name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target
What’s Next,Drake,0.781,0.594,0,-6.959,0,0.0485,0.0136,0,0.162,0.0628,129.895,178154,4,0
34+35,Ariana Grande,0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,173711,4,0
Blinding Lights,The Weeknd,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,200040,4,0
Therefore I Am,Billie Eilish,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,174321,4,0
Life's A Mess II (with Clever & Post Malone),Juice WRLD,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734,4,0
Anyone,Justin Bieber,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13E-06,0.113,0.584,115.884,190779,4,0
Save Your Tears,The Weeknd,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24E-05,0.543,0.644,118.051,215627,4,0
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,227395,4,0
This Is Heaven,Nick Jonas,0.646,0.783,2,-4.801,0,0.0543,0.0372,0,0.0897,0.51,100.912,214624,4,0
Love Story (Taylor’s Version),Taylor Swift,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97E-06,0.0989,0.416,119.082,235767,4,0
Carried Away (with Madison Beer),Surf Mesa,0.518,0.683,1,-5.295,1,0.0364,0.346,0,0.311,0.304,141.971,182654,4,0
Heat Waves,Glass Animals,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,238805,4,0
willow,Taylor Swift,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4,0
Arcade (feat. FLETCHER),Duncan Laurence,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,187453,3,0
Paradise (feat. Dermot Kennedy),MEDUZA,0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,167903,4,0
positions,Ariana Grande,0.736,0.802,0,-4.759,1,0.0864,0.468,0,0.094,0.675,144.005,172325,4,0
Maniac,Conan Gray,0.628,0.639,8,-5.46,1,0.0435,0.00162,0,0.354,0.493,108.045,185773,4,0
What A Shame,Leyla Blue,0.699,0.463,0,-7.828,1,0.475,0.315,0,0.0803,0.565,143.99,177200,4,0
ily (i love you baby) (feat. Emilee),Surf Mesa,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,4,0
Inside Out (feat. Griff) - Maliboux Remix,Zedd,0.872,0.533,0,-4.406,1,0.204,0.524,6.86E-05,0.298,0.704,124.029,159637,4,0
Safe With Me (with Audrey Mika),Gryffin,0.497,0.757,11,-4.189,1,0.127,0.0449,0,0.119,0.507,169.902,205165,4,0
Lonely (with benny blanco),Justin Bieber,0.631,0.226,11,-7.257,0,0.0396,0.879,0,0.115,0.0765,79.968,149297,4,0
You (with Marshmello & Vance Joy),benny blanco,0.668,0.563,11,-6.433,1,0.0522,0.0493,0,0.119,0.305,103.116,169632,4,0
Skin,Sabrina Carpenter,0.557,0.457,7,-5.372,1,0.0335,0.428,0,0.0567,0.328,105.918,177500,4,0
Lemonade,Internet Money,0.799,0.66,1,-6.153,0,0.079,0.256,0,0.111,0.471,140.04,195429,4,0
Teach Me How To Love,Shawn Mendes,0.592,0.885,9,-4.944,0,0.0807,0.0505,2.38E-06,0.0843,0.731,98.991,202357,4,0
Baila Conmigo (with Rauw Alejandro),Selena Gomez,0.824,0.545,5,-7.127,1,0.0699,0.0221,0.00375,0.097,0.683,149.912,186088,4,0
Supalonely,BENEE,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04E-05,0.123,0.817,128.977,223480,4,0
Heather,Conan Gray,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,198040,3,0
Pierre,Ryn Weaver,0.607,0.827,9,-4.282,1,0.0484,0.289,2.95E-06,0.718,0.552,100.062,202747,4,0
Spaceman,Nick Jonas,0.541,0.598,5,-7.377,0,0.234,0.325,0,0.107,0.356,155.626,197000,4,0
test drive,Ariana Grande,0.698,0.708,9,-4.943,0,0.0454,0.0251,0,0.124,0.322,115.036,122174,4,0
Only Wanna Be With You - Pokémon 25 Version,Post Malone,0.47,0.709,7,-4.563,1,0.0299,0.00124,0.00121,0.302,0.247,98.036,241360,4,0
"Spicy (feat. J Balvin, YG, Tyga & Post Malone) - Remix",Ty Dolla $ign,0.852,0.461,7,-6.636,1,0.0901,0.151,0,0.0978,0.301,100.047,221640,4,0
Go Wrong,Hauskey,0.819,0.64,9,-9.053,1,0.0347,0.0908,0.0542,0.21,0.674,109.972,143354,4,0
I Don't Know Why,NOTD,0.499,0.898,8,-4.181,0,0.124,0.124,7.20E-06,0.0832,0.618,120.04,207668,4,0
Holy (feat. Chance The Rapper),Justin Bieber,0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919,212093,4,0
Stuck with U (with Justin Bieber),Ariana Grande,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,228482,3,0
Nobody's Love,Maroon 5,0.486,0.567,1,-6.456,1,0.0379,0.31,0,0.0949,0.154,93.68,211254,4,0
I Don't Wanna Know,Friendzone,0.602,0.763,5,-3.776,0,0.059,0.0233,0,0.0938,0.348,103.044,202136,4,0
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765,178994,4,0
Like 1999,Valley,0.733,0.382,7,-7.955,1,0.0459,0.132,0,0.162,0.517,98.027,144743,4,0
Overdrive,Conan Gray,0.568,0.788,5,-6.28,1,0.0377,0.0101,0,0.141,0.46,104.959,183070,4,0
Better Than Feeling Lonely,Olivia O'Brien,0.54,0.542,5,-5.562,1,0.0568,0.477,0,0.0833,0.334,77.43,194000,4,0
Lost My Mind,inverness,0.916,0.747,3,-4.028,0,0.0412,0.237,0,0.269,0.855,125.031,187320,4,0
Intentions (feat. Quavo),Justin Bieber,0.806,0.546,9,-6.637,1,0.0575,0.3,0,0.102,0.874,147.986,212867,4,0
Hangover Love - Friendzone Remix,Kap Slap,0.63,0.877,6,-3.494,1,0.0891,0.0161,5.01E-05,0.117,0.615,200.035,211200,4,0
Lo Vas A Olvidar (with ROSALÍA),Billie Eilish,0.343,0.243,4,-14.66,0,0.0777,0.721,0.00198,0.0668,0.032,135.154,203464,4,0
Neighbors,Friendzone,0.712,0.849,8,-4.762,0,0.0644,0.191,0.000146,0.11,0.523,105.053,269714,4,0
99%,GRACEY,0.758,0.516,11,-6.208,0,0.0487,0.0018,0.00253,0.0673,0.622,91.984,190227,4,0
Angel Boy,William Bolton,0.543,0.81,11,-7.17,0,0.284,0.0544,0,0.256,0.684,115.011,198815,4,0
Wonder,Shawn Mendes,0.442,0.631,1,-5.096,0,0.05,0.136,2.29E-05,0.133,0.129,139.774,172693,4,0
Chemtrails Over The Country Club,Lana Del Rey,0.334,0.276,4,-13.125,0,0.0643,0.877,0.000249,0.113,0.429,201.025,271177,3,0
Stay,Gracie Abrams,0.618,0.37,10,-10.5,1,0.0543,0.883,0,0.123,0.433,114.26,177153,4,0
this is how you fall in love,Jeremy Zucker,0.52,0.204,7,-12.488,1,0.0355,0.733,2.53E-05,0.126,0.274,79.682,174587,4,0
Girls Like Us,Zoe Wees,0.444,0.648,1,-4.955,1,0.0476,0.288,0,0.059,0.171,125.706,189000,5,0
Levitating (feat. DaBaby),Dua Lipa,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,203064,4,0
Watermelon Sugar,Harry Styles,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000,4,0
Rain On Me (with Ariana Grande),Lady Gaga,0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,182200,4,0
What A Man Gotta Do,Jonas Brothers,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03E-06,0.0773,0.324,113.039,180645,4,0
Dynamite,BTS,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,199054,4,0
Take You Dancing,Jason Derulo,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,0
Don't Start Now,Dua Lipa,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290,4,0
Kings & Queens,Ava Max,0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,162399,4,0
Intentions,Justin Bieber,0.811,0.553,9,-6.644,1,0.0552,0.317,0,0.105,0.86,148.014,212869,4,0
Post Malone (feat. RANI),Sam Feldt,0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,174444,4,0
Mood (feat. iann dior),24kGoldn,0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,140526,4,0
Adore You,Harry Styles,0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048,207133,4,0
Lose Somebody,Kygo,0.58,0.586,1,-6.883,1,0.0357,0.344,0,0.0755,0.507,147.988,199549,4,0
Savage Love (Laxed - Siren Beat),Jawsh 685,0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,171375,4,0
Never Really Over,Katy Perry,0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991,223523,4,0
Be Like That - feat. Swae Lee & Khalid,Kane Brown,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58E-05,0.126,0.322,86.97,191406,4,0
Sucker,Jonas Brothers,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181040,4,0
Midnight (feat. Liam Payne),Alesso,0.587,0.648,11,-6.927,0,0.0439,0.0561,0,0.115,0.281,144.028,220141,4,0
"fuck, i'm lonely - from “13 Reasons Why: Season 3”",Lauv,0.806,0.558,9,-6.46,1,0.0683,0.482,0,0.0618,0.678,95.016,198973,4,0
Sunday Best,Surfaces,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,158571,4,0
Classic,MKTO,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175427,4,0
Ruin My Life,Zara Larsson,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4,0
Dancing In The Moonlight (feat. NEIMY) - Tiësto Remix,Jubël,0.679,0.619,9,-4.983,1,0.0528,0.213,0,0.105,0.497,124.944,147147,4,0
Dance with Me (feat. Thomas Rhett & Young Thug),Diplo,0.73,0.792,6,-5.33,0,0.13,0.0264,0,0.101,0.745,99.039,170158,4,0
Say So (feat. Nicki Minaj),Doja Cat,0.856,0.641,11,-4.64,0,0.204,0.119,4.97E-06,0.427,0.745,111.004,206221,4,0
hot girl bummer,blackbear,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,185093,1,0
You Need To Calm Down,Taylor Swift,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,171360,4,0
Know Your Worth,Khalid,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436,4,0
Good as Hell,Lizzo,0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,159736,4,0
At My Worst (Joel Corry Remix),Pink Sweat$,0.779,0.801,0,-6.013,1,0.0373,0.0349,0.000121,0.0862,0.753,123.968,175822,4,0
Trampoline (with ZAYN),SHAED,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,184280,4,0
Stupid Love,Lady Gaga,0.676,0.815,8,-4.294,1,0.0625,0.00146,0.00041,0.275,0.796,117.973,193531,4,0
I Don't Care (with Justin Bieber),Ed Sheeran,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,219947,4,0
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05E-06,0.115,0.0681,112.864,196188,4,0
Youngblood,5 Seconds of Summer,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4,0
Don't Call Me Up,Mabel,0.674,0.881,9,-2.853,1,0.147,0.296,3.01E-06,0.0793,0.234,98.994,178480,4,0
i'm so tired...,Lauv,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,162583,4,0
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4,0
The Middle,Zedd,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,4,0
Señorita,Shawn Mendes,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4,0
ROXANNE,Arizona Zervas,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5,0
Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,0.547,0.795,8,-3.721,1,0.0489,0.145,0,0.11,0.723,118.118,186805,4,0
"thank u, next",Ariana Grande,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,4,0
Higher Love,Kygo,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05E-06,0.101,0.404,103.952,228267,4,0
Magic In The Hamptons (feat. Lil Yachty),Social House,0.769,0.479,1,-5.339,1,0.0385,0.66,0,0.0914,0.803,96.051,164640,4,0
Paradise,Bazzi,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,169038,4,0
Breaking Me,Topic,0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,166794,4,0
Sweet but Psycho,Ava Max,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4,0
7 rings,Ariana Grande,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,4,0
Freedom,Kygo,0.715,0.635,7,-6.591,1,0.0791,0.127,0,0.0862,0.39,112.887,198635,4,0
Blueberry Faygo,Lil Mosey,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,162547,4,0
Forever Young - Residential Remix,Becky Hill,0.713,0.651,8,-8.616,0,0.0345,0.157,2.37E-05,0.114,0.201,120.936,228763,4,0
Here With Me,Marshmello,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347,4,0
Savage Remix (feat. Beyoncé),Megan Thee Stallion,0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459,242001,4,0
Lost In Japan - Remix,Shawn Mendes,0.706,0.855,10,-5.377,1,0.215,0.0911,0,0.347,0.293,107.184,201253,4,0
Dancing With A Stranger (with Normani),Sam Smith,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,171030,4,0
Juice,Lizzo,0.767,0.889,7,-2.988,1,0.0963,0.00611,0,0.402,0.843,119.93,195145,4,0
Go Crazy,Chris Brown,0.755,0.578,0,-8.932,0,0.145,0.316,0,0.25,0.581,94.148,176960,4,0
High Hopes,Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,0
Eastside (with Halsey & Khalid),benny blanco,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,173800,4,0
Dance Monkey,Tones And I,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4,0
Last Friday Night (T.G.I.F.),Katy Perry,0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01E-05,0.667,0.72,126.023,230733,4,0
SOS (feat. Aloe Blacc),Avicii,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202,4,0
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,0.575,0.758,1,-5.029,0,0.0618,0.0954,0,0.394,0.493,144.107,182623,4,0
Truth Hurts,Lizzo,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4,0
"Hey Look Ma, I Made It",Panic! At The Disco,0.577,0.833,5,-3.337,1,0.0695,0.0137,0,0.121,0.58,107.936,169667,4,0
Goosebumps,HVME,0.767,0.659,1,-7.429,1,0.0444,0.325,0,0.13,0.439,124.946,163208,4,0
no tears left to cry,Ariana Grande,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11E-06,0.294,0.354,121.993,205920,4,0
One Thing Right,Marshmello,0.659,0.623,4,-2.253,1,0.0451,0.0667,0,0.582,0.439,88.042,181824,4,0
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4,0
Shake It Off,Taylor Swift,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,219200,4,0
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,0
Body,Loud Luxury,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,163216,4,0
Toosie Slide,Drake,0.834,0.454,1,-9.75,0,0.201,0.321,6.15E-06,0.114,0.837,81.618,247059,4,0
bad guy,Billie Eilish,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,0
Shut Up and Dance,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4,0
Roses - Imanbek Remix,SAINt JHN,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,176840,4,0
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,0.541,0.468,10,-4.039,0,0.362,0.404,3.65E-06,0.358,0.69,95.266,158027,4,0
Bang Bang,Jessie J,0.706,0.783,0,-3.441,0,0.1,0.315,0,0.373,0.739,150.045,199373,4,0
Rushing Back,Flume,0.574,0.612,0,-4.741,1,0.0781,0.357,0,0.158,0.368,136.046,231663,3,0
Call Me Maybe,Carly Rae Jepsen,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,193400,4,0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500,4,0
Electricity (with Dua Lipa),Silk City,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33E-06,0.338,0.505,118.159,238173,4,0
We Can't Stop,Miley Cyrus,0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,231240,4,0
Closer,The Chainsmokers,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4,0
Don't Stop The Music,Rihanna,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92E-05,0.0535,0.542,122.668,267080,4,0
I Like It,Cardi B,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,0
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,0
Me Too,Meghan Trainor,0.934,0.694,11,-5.849,0,0.101,0.0971,1.20E-06,0.477,0.833,123.831,181240,4,0
In the End,Linkin Park,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,216880,4,0
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,195429,4,0
Calling My Phone,Lil Tjay,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35E-06,0.135,0.202,104.949,205458,4,0
Carbon,Mark Mendy,0.796,0.602,8,-8.033,1,0.252,0.043,0,0.105,0.612,105.026,153145,4,0
Good Days,SZA,0.436,0.655,1,-8.37,0,0.0583,0.499,8.10E-06,0.688,0.412,121.002,279204,4,0
What You Know Bout Love,Pop Smoke,0.709,0.548,10,-8.493,1,0.353,0.65,1.59E-06,0.133,0.543,83.995,160000,4,0
Say So,Doja Cat,0.787,0.673,11,-4.577,0,0.158,0.256,3.57E-06,0.0904,0.786,110.962,237893,4,0
Prisoner (feat. Dua Lipa),Miley Cyrus,0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,169333,4,0
Laugh Now Cry Later (feat. Lil Durk),Drake,0.761,0.518,0,-8.871,1,0.134,0.244,3.47E-05,0.107,0.522,133.976,261493,4,0
Memories,Maroon 5,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4,0
End of Terror,Felicia Lu,0.502,0.416,4,-8.087,1,0.0265,0.509,3.50E-06,0.158,0.207,93.992,158300,4,0
ROCKSTAR (feat. Roddy Ricch),DaBaby,0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,181733,4,0
Tusa,KAROL G,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,0
Dreamsicle,Rallie,0.896,0.532,10,-7.186,1,0.0721,0.0355,5.18E-05,0.06,0.793,129.985,195684,4,0
The Box,Roddy Ricch,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4,0
Wishing Well,Juice WRLD,0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,194621,4,0
Falling,Trevor Daniel,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,159382,4,0
Anxiety,Nick De La Hoyde,0.654,0.727,0,-6.041,1,0.042,0.137,0,0.791,0.781,140.082,182398,4,0
death bed (coffee for your head),Powfu,0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,173333,4,0
We're Good,Dua Lipa,0.722,0.588,6,-5.932,1,0.0544,0.0319,0,0.183,0.59,134.01,165507,4,0
Beautiful People (feat. Khalid),Ed Sheeran,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4,0
Lose You To Love Me,Selena Gomez,0.505,0.34,4,-9.005,1,0.0438,0.576,0,0.21,0.0916,101.993,206459,4,0
you broke me first,Tate McRae,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,169266,4,0
Something in the Water,Mike Frush,0.867,0.708,11,-7.846,0,0.0605,0.232,0,0.11,0.648,125.006,190080,4,0
Midnight Sky,Miley Cyrus,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,0
See Me Now,Ava Maybee,0.745,0.606,9,-2.651,0,0.0545,0.08,2.19E-05,0.551,0.747,94.049,184789,4,0
Black Gasoline,Mark Mendy,0.8,0.691,10,-5.875,0,0.0621,0.136,0,0.138,0.907,101.951,204853,4,0
HIT EM WHERE IT HURTS,PawPaw Rod,0.78,0.721,6,-6.371,1,0.214,0.126,0.00235,0.078,0.824,178.036,165499,4,0
Without Me,Halsey,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661,4,0
Happier,Marshmello,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,0
Somebody Like You,Nick Le Funk,0.694,0.693,11,-5.055,1,0.0391,0.0837,0,0.074,0.54,99.972,187350,4,0
I Don't Wanna Be Your Friend,Mark Mendy,0.751,0.873,7,-4.057,1,0.0725,0.117,1.44E-06,0.175,0.52,102.054,162353,4,0
good love,Genelle,0.56,0.429,6,-6.195,0,0.0406,0.127,0,0.108,0.284,100.973,128354,4,0
Let Me Love You,Mario,0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,256733,4,0
Finesse - Remix; feat. Cardi B,Bruno Mars,0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,217289,4,0
Let You Down,NF,0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,212120,4,0
Centuries,Fall Out Boy,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,228360,4,0
Johnny Fairplay,Long Boy,0.811,0.332,2,-10.134,1,0.0382,0.386,0,0.0855,0.831,167.991,130714,3,0
"Hey, Soul Sister",Train,0.677,0.89,1,-4.448,0,0.0418,0.182,0,0.0826,0.764,97.012,216773,4,0
All of Me,John Legend,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560,4,0
Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720,4,0
My Match,M-flair,0.812,0.611,4,-7.147,1,0.0618,0.122,0,0.0775,0.298,105.021,210658,4,0
Viva La Vida,Coldplay,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,242373,4,0
Rude,MAGIC!,0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144.032,224840,4,0
Sky Without Stars,Vella,0.755,0.83,5,-5.431,0,0.0374,0.0164,0,0.264,0.913,103.958,209833,4,0
All About That Bass,Meghan Trainor,0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91E-06,0.109,0.962,134.064,188754,4,0
Shallow,Lady Gaga,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4,0
1-800-273-8255,Logic,0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023,250173,4,0
